종목코드,종목명,적용시작일,WICS대,WICS중,WICS소,KRX섹터,산업분류
137940,넥스트아이,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
137950,제이씨케미칼,2026-07-01,에너지,에너지,에너지장비및서비스,,기타 화학제품 제조업
138040,메리츠금융지주,2026-07-01,금융,증권,증권,,기타 금융업
138070,신진에스엠,2026-07-01,산업재,자본재,기계,,기타 금속 가공제품 제조업
138080,오이솔루션,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
138360,앤로보틱스,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
138610,나이벡,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용품 및 기타 의약 관련제품 제조업
138930,BNK금융지주,2026-07-01,금융,은행,은행,KRX 은행,기타 금융업
139130,iM금융지주,2026-07-01,금융,은행,은행,KRX 은행,기타 금융업
139480,이마트,2026-07-01,경기관련소비재,소매(유통),백화점과일반상점,KRX 필수소비재,종합 소매업
139670,키네마스터,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
139990,아주스틸,2026-07-01,소재,소재,철강,,1차 철강 제조업
140070,서플러스글로벌,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기계장비 및 관련 물품 도매업
140410,메지온,2026-07-01,필수소비재,"식품,음료,담배",식품,KRX 헬스케어,자연과학 및 공학 연구개발업
140430,카티스,2026-07-01,IT,기술하드웨어와장비,통신장비,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
140520,대창스틸,2026-07-01,소재,소재,철강,,1차 철강 제조업
140670,알에스오토메이션,2026-07-01,산업재,자본재,기계,,전자부품 제조업
140860,파크시스템스,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,KRX 정보기술,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
141000,비아트론,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
141080,리가켐바이오,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,자연과학 및 공학 연구개발업
142210,유니트론텍,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,자동차 부품 및 내장품 판매업
142280,녹십자엠에스,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용품 및 기타 의약 관련제품 제조업
142760,모아라이프플러스,2026-07-01,건강관리,제약과생물공학,제약,,자연과학 및 공학 연구개발업
143160,아이디스,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,통신 및 방송 장비 제조업
143210,핸즈코퍼레이션,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
143240,사람인,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
143540,영우디에스피,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
144510,지씨셀,2026-07-01,건강관리,건강관리장비와서비스,건강관리업체및서비스,,"그외 기타 전문, 과학 및 기술 서비스업"
144960,뉴파워프라즈마,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
145020,휴젤,2026-07-01,건강관리,제약과생물공학,생물공학,KRX 헬스케어,기초 의약물질 제조업
145170,노브랜드,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,편조의복 제조업
145210,다이나믹디자인,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,특수 목적용 기계 제조업
145270,케이탑리츠,2026-07-01,금융,부동산,부동산,,부동산 임대 및 공급업
145720,덴티움,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,KRX 헬스케어,의료용 기기 제조업
145990,삼양사,2026-07-01,필수소비재,"식품,음료,담배",식품,,기타 식품 제조업
146060,율촌,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,1차 철강 제조업
146320,비씨엔씨,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
147760,피엠티,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
147830,제룡산업,2026-07-01,산업재,자본재,전기장비,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
148150,세경하이테크,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
148250,알엔투테크놀로지,2026-07-01,IT,기술하드웨어와장비,통신장비,,전자부품 제조업
148780,비큐AI,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
148930,에이치와이티씨,2026-07-01,IT,전자와 전기제품,전기제품,,기타 금속 가공제품 제조업
149950,아바텍,2026-07-01,IT,디스플레이,디스플레이장비및부품,,전자부품 제조업
149980,하이로닉,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
150900,파수AI,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
151860,KG에코솔루션,2026-07-01,경기관련소비재,자동차와부품,자동차,KRX 철강,자동차 차체나 트레일러 제조업
153460,네이블,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
153490,우리이앤엘하루틴,2026-07-01,IT,디스플레이,디스플레이장비및부품,,반도체 제조업
153710,옵티팜,2026-07-01,건강관리,제약과생물공학,제약,,의료용품 및 기타 의약 관련제품 제조업
153890,져스텍,2026-07-01,산업재,자본재,기계,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
154030,아시아종묘,2026-07-01,건강관리,제약과생물공학,생물공학,,작물 재배업
154040,다산솔루에타,2026-07-01,IT,전자와 전기제품,전자제품,,전자부품 제조업
155650,와이엠씨,2026-07-01,IT,디스플레이,디스플레이장비및부품,,전자부품 제조업
155660,DSR,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
156100,엘앤케이바이오,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
158430,아톤,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
159010,아스플로,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
159580,제로투세븐,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,생활용품 도매업
159910,에코글로우,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
160190,하이젠알앤엠,2026-07-01,산업재,자본재,기계,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
160550,NEW,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
160980,싸이맥스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
161000,애경케미칼,2026-07-01,소재,소재,화학,KRX 에너지화학,기초 화학물질 제조업
161390,한국타이어앤테크놀로지,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,고무제품 제조업
161580,필옵틱스,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,KRX 반도체,특수 목적용 기계 제조업
161890,한국콜마,2026-07-01,경기관련소비재,내구소비재와의류,화장품,KRX 필수소비재,기타 화학제품 제조업
162300,신스틸,2026-07-01,소재,소재,철강,,1차 철강 제조업
163280,에어레인,2026-07-01,소재,소재,화학,,일반 목적용 기계 제조업
163560,동일고무벨트,2026-07-01,소재,소재,화학,,고무제품 제조업
163730,핑거,2026-07-01,IT,소프트웨어와서비스,IT서비스,,소프트웨어 개발 및 공급업
166090,하나머티리얼즈,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,반도체 제조업
166480,코아스템켐온,2026-07-01,건강관리,제약과생물공학,생물공학,,의약품 제조업
168330,내츄럴엔도텍,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,자연과학 및 공학 연구개발업
168360,펨트론,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,특수 목적용 기계 제조업
169330,엠브레인,2026-07-01,IT,소프트웨어와서비스,IT서비스,,시장조사 및 여론조사업
170030,현대공업,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
170790,파이오링크,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
170900,동아에스티,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,의약품 제조업
170920,엘티씨,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기초 화학물질 제조업
171010,램테크놀러지,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기초 화학물질 제조업
171090,선익시스템,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
171120,라이온켐텍,2026-07-01,산업재,자본재,건축자재,,기타 화학제품 제조업
172670,에이엘티,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
173130,오파스넷,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
173940,에프엔씨엔터,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,창작 및 예술관련 서비스업
174900,앱클론,2026-07-01,건강관리,제약과생물공학,생물공학,,의료용품 및 기타 의약 관련제품 제조업
175140,휴먼테크놀로지,2026-07-01,IT,전자와 전기제품,전자제품,,통신 및 방송 장비 제조업
175250,아이큐어,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
175330,JB금융지주,2026-07-01,금융,은행,은행,KRX 은행,기타 금융업
176750,듀켐바이오,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
177350,베셀,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
177830,파버나인,2026-07-01,IT,디스플레이,디스플레이장비및부품,,전자부품 제조업
177900,쓰리에이로직스,2026-07-01,IT,기술하드웨어와장비,통신장비,,반도체 제조업
178320,서진시스템,2026-07-01,산업재,자본재,전기장비,KRX 정보기술,기타 전기장비 제조업
178780,일월지엠엘,2026-07-01,경기관련소비재,소매(유통),전문소매,,상품 종합 도매업
178920,PI첨단소재,2026-07-01,소재,소재,화학,KRX 에너지화학,플라스틱제품 제조업
179290,엠아이텍,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
179530,애드바이오텍,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
179900,유티아이,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
180400,DXVX,2026-07-01,건강관리,건강관리장비와서비스,건강관리업체및서비스,,기타 과학기술 서비스업
180640,한진칼,2026-07-01,산업재,운송,항공사,KRX 경기소비재,기타 금융업
181710,NHN,2026-07-01,IT,소프트웨어와서비스,IT서비스,KRX K콘텐츠,소프트웨어 개발 및 공급업
182360,큐브엔터,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,오디오물 출판 및 원판 녹음업
182400,엔케이젠바이오텍코리아,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,,기초 의약물질 제조업
183190,아세아시멘트,2026-07-01,산업재,자본재,건축자재,KRX 건설,"시멘트, 석회, 플라스터 및 그 제품 제조업"
183300,코미코,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,특수 목적용 기계 제조업
183490,엔지켐생명과학,2026-07-01,건강관리,제약과생물공학,제약,,기초 의약물질 제조업
184230,SGA솔루션즈,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
185490,아이진,2026-07-01,건강관리,제약과생물공학,생물공학,,자연과학 및 공학 연구개발업
185750,종근당,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,의약품 제조업
186230,그린플러스,2026-07-01,산업재,자본재,건축자재,,1차 비철금속 제조업
187220,디티앤씨,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,기타 과학기술 서비스업
187270,신화콘텍,2026-07-01,IT,기술하드웨어와장비,핸드셋,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
187420,HLB제넥스,2026-07-01,건강관리,제약과생물공학,생물공학,,기초 의약물질 제조업
187660,페니트리움바이오,2026-07-01,건강관리,제약과생물공학,제약,,자연과학 및 공학 연구개발업
